ResourceID,Anglicized name,Identification Number,Name in Devanagari,Name in Roman (with diacritical marks)
c8b1d0f0-4fa7-47f0-b318-f57249bab295,Gadhvakha,KIR0060,ग:ध्वाखा ll KIR0060,Gaḥdhvākhā (originally built around the 13th cent.)
c9073acf-a4d3-42a6-b3e0-64bba8d596e3,Harsha Baha,P-263,हर्ष बाहा: ।। LAL2630,Harṣa Bāhāḥ (built in 1858 CE)
c9073acf-a4d3-42a6-b3e0-64bba8d596e3,,LAL2630,,
c955a75b-f223-473f-a256-82f8a1d068f5,Puchvathura Phalca,LAL4311,पूच्वथूर फल्चा || LAL4311,Pūcvathūra Phalcā
c977c8df-04ac-46d1-a6da-b0b268b33baa,Lihi stupa and pillar,SIJ0170,लिही स्तूप र स्तम्भ || SIJ0170,Lihī stūpa and pillar (13th - 15th cent.)
c97c089e-8eed-11ea-8e56-0242ac130005,Konti Hiti ,LAL0103,कोन्ति हिति || LAL1030,Konti Hiti (ca. 8th cent. CE)
c97c089e-8eed-11ea-8e56-0242ac130005,,Pruscha P-103,,
c98dc194-e676-11e9-8bc4-0242ac130002,Manimandap,LAL1362,मणिमण्डप || LAL1362,Maṇimaṇḍapa South (1701 CE)
c9bc2916-eb40-11e9-8bc4-0242ac130002,Radhakrishna Temple,LAL1390,राधाकृष्ण मन्दिर || LAL1390,"Rādhākṛṣṇa Mandira (origin. 1668, collapsed 2015 CE)"
c9fb4246-b740-47fb-b2a3-c5776039167f,Bekharaj Bahah,LAL0410,बेखाराज बाहा: ।। LAL0410,Bekhārāja Bāhāḥ (founded in 1884 CE)
c9fb4246-b740-47fb-b2a3-c5776039167f,,P-41,,
ca03a00c-e96a-4eef-bd2e-13f7942459a5,Bhurti Pancadevala 1,DLK0012,भुर्टी पञ्चदेवल १ || DLK0012,Bhurtī Pañcadevala 1 (14th-15th cent.)
ca193ec5-9ef4-48dd-b4ba-3158b6996350,Arithay Phalca,KIR4022,KIR4022 ll आरीथाय् फल्चा,Ārīthāy Phalcā
ca2cb4c6-e6b6-11e9-b125-0242ac130002,Naya Hiti,LAL1660,नाय हिटी || LAL1660,Nāya Hiṭī
ca467b46-96fa-49e4-a093-6da5a304fcc8,Dharakhola stone memorial pillars,DLK0080,धाराखोला वीरखम्बाहरु || DLK0080,Dhārākholā stone memorial pillars (from approx. 13th-14th cent.)
ca61f6c0-e681-11e9-8bc4-0242ac130002,"Thakum Baha, Ratnajaya Vihara",LAL1930,    थकुं बाहा:|| LAL1930,Thakuṃ Bāhāḥ (1667 CE)
ca7dd19e-f7af-11e9-8649-0242ac130002,Sattal at Purohit Ghat,KAT2731,पुरोहितघाटको सतः || KAT2731,Sataḥ at Purohitaghāṭa (1883 CE)
cb03ff18-e75a-11e9-8bc4-0242ac130002,Nag Baha ,LAL0930,नाग बाहा: || LAL0930,Nāga Bāhāḥ (c. 11th cent. CE)
cb1604cc-eb5d-11e9-b125-0242ac130002,Ta Baha,LAL0050,त: बाहा: || LAL0050,Taḥ Bāhāḥ (ca. 1427 CE)
cb193cf8-529c-4656-9468-05af05cdcdc5,Cithu Stone Caitya ,KIR0073,चीथू शिला चैत्य ll KIR0073,Cīthū Stone Caitya (built in 1811 CE)
cb4026bb-ffb1-473c-be38-7256bd1f8700,Tulasi Deval,KIR0056,तुलसी देवल ll KIR0056,Tulasī Devala (1676 CE)
cbae4fa5-4717-4c6c-9b34-eb8d696a09ba,Cvapva Ganesha Mandir,LAL1790,च्व:प्व: गणेश मन्दिर ll LAL1790,Cvaḥpvaḥ Gaṇeśa Mandira (built before 1744 CE)
cbbbc576-3b42-11ea-b44d-0242ac130006,Ikhalakhu Phalcha,LAL4245,इखालखु फल्चा  || LAL4245,Ikhālakhu Phalcā 
cc076a1e-4e0a-11ea-8083-0242ac130006,Bhajana Mandala Phalca,BUN4002,भजन मण्डल फल्चा || BUN4002,Bhajana Maṇḍala Phalcā (1955 CE)
ccb98862-3d06-11ea-a19a-0242ac130006,Naka Bahacha,LAL0530,नः बाहाःचा || LAL0530,Naḥ Bāhāḥcā (before 1548 CE)
ccd765bc-e900-11e9-b125-0242ac130002,Bhailah Cidham Phalca,LAL4136,भैल: चिधँ फल्चा || LAL4136,Bhailaḥ Cidhã Phalcā (early 18th cent. CE)
ccfc9e0a-70ea-11ea-966a-0242ac130006,Asoka Stupa West ,LAL0610,अशोक स्तूप पश्चिम || LAL0610,Aśoka Stūpa West (3rd cent. BCE?)
ccfc9e0a-70ea-11ea-966a-0242ac130006,,Pruscha P-61,,
cd358e72-4b24-4377-9061-27b9e408dbb5,,BKT0290,|| BKT0290,Pujārīmaṭha
cdc824f7-fbb4-4aa3-b164-441876d29ed8,lokesvara,LAL2180,लोकेश्वर ।। LAL2180,Lokeśvara Dyaḥchẽ (renovated in 1730 CE)
cdc824f7-fbb4-4aa3-b164-441876d29ed8,,P-218,,
cdeafb74-f3cf-11e9-a3c8-0242ac130002,Ola Nani,LAL0160,ओला ननि || LAL0160,Olā Nani (ca. 18th cent. CE)
ce814212-e698-11e9-8bc4-0242ac130002,Su Baha,LAL1920,सु बाहा: || LAL1920,Su Bāhāḥ (1142 CE)
ce9b3552-e916-11e9-b125-0242ac130002,Tin Dewal,KAT2670,तीन देवल ||  KAT2670,Tīna Devala (1850 CE)
ced28492-e666-11e9-b125-0242ac130002,I Baha,LAL0080,इ बाहा: || LAL0080,I Bāhāḥ (16th cent. CE)
cf2cf2a2-fbb9-11e9-a3c8-0242ac130002,Nhugu Phalca at Cyasal,LAL4159,न्हुगु फल्चा || LAL4159,Nhugu Phalcā at Cyāsal (1712 CE)
cf39fef8-b9bb-4b7d-a27d-48b4b3750d7a,Itum Bahal,KAT1220,इतुं बाहा: || KAT1220 (built around late 9th cen.),Ituṃ Bāhāḥ
cfc0099e-f15d-4c3e-8d8f-e048222f7956,Yaka Baha,KIR0020,याक: बाहा: ।। KIR0020,Yākaḥ Bāhāḥ (built in 1647 CE)
cfcdabd6-e80c-11e9-b125-0242ac130002,Yaka Baha,LAL0680,याकः बाहाः || LAL0680,Yākaḥ Bāhāḥ (c. 19th cent. CE)
d024e070-e7f5-11e9-b125-0242ac130002,Hakha Baha,LAL0390,हख बाहा:|| LAL0390,Hakha Bāhāḥ (c. 12th cent. CE)
d05bfad4-e696-11e9-b125-0242ac130002,Krishna Temple,LAL0370,कृष्ण मन्दिर || LAL0370,Kṛṣṇa Mandira at Vala Ṭol (1725 CE)
d134c8da-df36-486b-9582-93e5f2cf9146,Narayana Mandir,KIR0065,नारायण मन्दिर ll KIR0065,Nārāyaṇa Mandira (ca. 1803 CE)
d13be190-1750-11ea-ac74-0242ac130002,Kvabaha Bhagavati Phalcha ,LAL4173,क्वबाहाः भगवती फल्चा || LAL4173,Kvabāhāḥ Bhagavatī Phalcā 
d188f409-0b23-4616-93a8-6ba1fa524630,Tanga Hiti,LAL2760,तङ्ग: हिति ll LAL2760,Taṅgaḥ Hiti (724 CE)
d1bc6464-69b2-11ea-b4c2-0242ac130006,Mikha Baha,LAL0810,मिखा बाहा: ।। LAL0810,Mikhā Bāhāḥ (Before early 17th cent.)
d1bc6464-69b2-11ea-b4c2-0242ac130006,,Pruscha P-81,,
d2578f40-cfce-4450-a8c1-3092c08ef487,Om Baha,LAL1740,ओम् बाहा: ।। LAL1740,Om Bāhāḥ (seventeenth century) 
d292d972-7a85-4e3e-8af6-75db779adaab,Iche Phalca,KIR4027,इछेँ फल्चा || KIR4027,Ichẽ Phalcā
d2d6cf8f-9c71-417f-b82c-89f487f13a74,Setibada Baithak,DDL0050,सेटिबड बैठक || DDL0050,Setibada Baiṭhaka
d3c6eaf6-e76f-11e9-8bc4-0242ac130002,Bhelachhe Phalcha,LAL4147,भेलाछेँ फल्चा || LAL4147,Bhelāchẽ Phalcā 4 (rebuilt ca. 2000 CE)
d3ebfce1-622b-4c10-b7a4-e827e24358be,Maru Hiti,KAT0970,मरु हिति ।। KAT0970,Maru Hiti
d46efa17-704b-4706-be58-fe535e26bbfc,Khusi Bahi,KAT3190,खुसि बही || KAT3190,Khusi Bahī (built before 1526 CE)
d5354d0a-fb98-11e9-a3c8-0242ac130002,Bhai Dega,LAL1200,भाइ देगः ॥ LAL1200,"Bhāi Degaḥ (1678 CE, rebuilt after 1934 CE)"
d5d76955-24df-4827-9df5-d9f9679da6b5,Ajayamerukot Baithak,DDL0140,अजयमेरुकोठ बैठक् || DDL0140,Ajayamerukoṭa Baiṭhak
d62e32fe-b78c-43af-817c-edb16e6d7ae8,Pigandya,KIR0007,पीगंद्य: ||KIR0007,Pīgaṃdyaḥ (Indrāyaṇī Pīṭha)
d642cefe-408c-4943-9405-b0aebe0d82a1,Amalsi Phalca,KIR4001,अमल्सि फल्चा  || KIR4001,Amalsi Phalcā (early nineteenth century)
d691fdfc-ba4f-4035-b3cf-82e6a6b14169,Fadi Dega,BKT0120,सिलुमहादेव मन्दिर || BKT0120,Silumahādeva Temple
d7817b79-6689-481a-acdf-8956b936acf5,Jhva Baha,KAT0210,झ्वाः बाहाः ।। KAT0210,Jhvāḥ Bāhāḥ
d7c4e686-d20c-4141-9a25-dfc5d3ccab45,Tana Baha,LAL1900,तन बाहाः ।। LAL1900,Tana Bāhāḥ
d7d38dd2-f338-11e9-8649-0242ac130002,Mati Baha,LAL0890,मति बाहा: || LAL0890,Mati Bāhāḥ
d966be8e-e82b-11e9-8bc4-0242ac130002,Kvalakhu Ganesa Sattah,LAL4186,क्वाल्खु गणेश सतः // LAL4186,Kvālkhu Gaṇeśa Sataḥ 
da572af6-f404-11e9-a3c8-0242ac130002,Narayana Temple,LAL0290,नारायण मन्दिर |*| LAL0290,Nārāyaṇa Mandira (ca. 1689 CE)
dacad8ea-e7e1-11e9-b125-0242ac130002,Maharani Fountain,LAL1213,महारानी पुखू ॥ LAL1213,Mahārānī Pukhū (1908 CE)
dad90976-01e3-11ea-8f3c-0242ac130002,Panchavaliyukta Chaitya,SUN0103,पञ्चावलीयुक्त चैत्य || SUN0103,Pañcāvalīyukta Caitya (1863 CE)
db4d5da7-cd79-4f96-b624-d28bdef73274,Patangini Ganesh,KAT1030,पताङ्गिनी गणेश || KAT1030,Patāṅginī Gaṇeśa (supposedly built in 1789 CE)
db4d5da7-cd79-4f96-b624-d28bdef73274,,P-K (103),,
dbacea6d-e4a2-4ac1-93ff-0a0c3323fa97,Tripurasundari Mandira archaeological remains,BTD0060,त्रिपुरसुन्दरी मन्दिर || BTD0060 ,Tripurasundarī Mandira archaeological remains
dbee183c-e72c-11e9-b125-0242ac130002,Jor Ganesh,LAL1750,जोर गणेश मन्दिर || LAL1750,Jora Gaṇeśa Mandira (1682 CE)
dc5306f4-f571-11e9-8649-0242ac130002,Dapha Bhajan Phalca ,LAL4075,दाफा भजन फल्चा || LAL4075,Dāphā Bhajana Phalcā (c. 1650)
dc691a70-2258-11ea-b9b1-0242ac130002,Kulima Phalcha,SUN4226,कुलिम फल्चा || SUN4226,Kulima Phalcā (1810 CE)
dcf4fb94-4f23-4804-967a-f9c7b13910bc,Sorhashraddha Phalcha,LAL4179,सोर्‍हश्राद्ध फल्चा || LAL4179,Sorhaśrāddha Phalcā (built around 1717 CE)
dcfad1e4-d632-11e9-a1bd-0242ac140006,Bahadur Shaha Bhavan,LAL1333,बहादुर शाह भवन || LAL1333,Bahādura Śāha Bhavana (c. 1790 CE)
dcfc4ed2-e74b-11e9-8bc4-0242ac130002,Chyasal Hiti,LAL1600,च्यासः हिटी  || LAL1600,Cyāsaḥ Hiṭī (c. 16th cent. CE)
dd8ad654-e91a-11e9-b125-0242ac130002,Iku Baha,LAL0130,इकु बाहा: || LAL0130,Iku Bāhāḥ 
de276e42-6b9c-11ea-b4c2-0242ac130006,Purnachandi Mandir,LAL0330,पूर्णचण्डी मन्दिर ।। LAL0330 ।।,Pūrṇacaṇḍī Mandira
de276e42-6b9c-11ea-b4c2-0242ac130006,,"Pruscha P-33, p.138",,
df0f0bae-e699-11e9-8bc4-0242ac130002,Haugah Phalca,LAL4121,हौगः फल्चा || LAL4121,Haugaḥ Phalcā (1st half 17th century CE) 
dfb6f035-9e37-4acc-a608-0d3b85d66491,Kuikana Panchadeval,DLK0030,कुइकाना पञ्चदेवल ।। DLK0030,Kuikānā Pañcadevala
e0659b0d-4f7f-4f56-a3ff-09b266dc3518,,KIR4089,कुतिसह फल्चा ||KIR4089,Kutisāḥ Gaṇeśa Phalcā
e0a00834-5fbf-11ea-b4c2-0242ac130006,Dharmadhatujinalaya Caitya,BUN0014,धर्मधातुजिनालय चैत्य || BUN0014,Dharmadhātujinālaya Caitya (1962 CE)
e20b2c0e-e741-11e9-8bc4-0242ac130002,Khapinchen Phalcha,4131,खपिंछेँ फल्चा || LAL4131,Khapiṁchẽ Phalcā (1840 CE)
e2371888-e6b9-11e9-b125-0242ac130002,Trivikram Vishnu,LAL2660,त्रिविक्रम विष्णु || LAL2660,Trivikrama Viṣṇu Mandira (c. 18th cent. CE)
e24051bb-caf5-4479-b3e7-e8252a550661,Shiva Mandir,,शिव मन्दिर ll KIR0078,Śiva Mandira (built between 1442-1768/69 CE)
e273afc4-5fc1-11ea-b4c2-0242ac130006,Dune Baha,LAL0700,दुने बाहा: || LAL0700,Dune Bāhāḥ
e275f09c-d920-492e-a565-dacb55ddc4ae,Hyana Baha,LAL1890,ह्यन बाहा: ।। LAL1890,Hyana Bāhāḥ
e2e7bd8e-e81a-11e9-b125-0242ac130002,Chibaha Nani,LAL1640,चिबाहाः ननि // LAL1640,Cibāhāḥ Nani (1871 CE)
e3074532-e806-11e9-8bc4-0242ac130002,Naka Bahil,LAL0880,नक बही ||LAL0880,Naka Bahī (before 1658 CE)
e333b4f4-6caf-11ea-b4c2-0242ac130006,Ganesh Temple,LAL0840,गणेश मन्दिर || LAL0840,Gaṇeśa Mandira (1662 CE)
e333b4f4-6caf-11ea-b4c2-0242ac130006,,Pruscha P-84,,
e36d8152-e695-11e9-b125-0242ac130002,Nau Baha,LAL2380,नौ बाहा: ||LAL2380,Nau Bāhāḥ at Uku Bāhāḥ (1663 CE)
e4596c18-3c68-424b-ad72-eecd068f1ee9,Saugah Phalca 5,LAL4034,सौगः फल्चा ५ ll LAL4034 ll,Saugaḥ Phalcā 5
e499ec9a-e66e-11e9-8bc4-0242ac130002,Naamasangeeti Phalcha,LAL4006,नामसङ्गीति फल्चा || LAL4006,Nāmasaṅgīti Phalcā (early 18th cent. CE)
e4d19336-e8d3-11e9-b125-0242ac130002,Umamaheshwor Temple,LAL1210,उमामहेश्वर मन्दिर || LAL1210,Umāmaheśvara Mandira (reconstr. after 1934CE)
e4dcd814-3927-11ea-a19a-0242ac130006,Ga Baha,LAL0510,गाः बाहाः || LAL0510,Gāḥ Bāhāḥ (1450 CE?)
e4fe41d3-ce80-44ea-a77d-df8e00c5ea57,Hakatva Bhajan Phalca,LAL4065,हकत्वा: मंका: फल्च ||LAL4065,Hakatvāḥ Bhajana Phalcā
e5618dda-e5f2-11e9-b125-0242ac130002,Jagannath Temple,LAL0111,जगन्नाथ मन्दिर |*| LAL0111,Jagannātha Mandira (c. 16th cent. CE)
e57655fd-5077-44a7-96f2-23039e15b134,Sipkhana Devala,KLK0190,सिप्खना देवल || KLK0190,Sipkhanā Devala (built between thirteenth and fifteenth century)
e5aeceb8-4297-11ea-b44d-0242ac130006,Dharmadhatujinalaya Chaitya,BUN0013,धर्मधातुजिनालय चैत्य || BUN0013,Dharmadhātujinālaya Caitya (1983 CE)
e5d8a76a-e671-11e9-b125-0242ac130002,Bhaishajyabahah Phalcha,LAL4148,भैषज्यबाहा: फल्चा |*| LAL4148,Bhaiṣajyabāhāḥ Phalcā (1878 CE)
e610f418-4d5e-11ea-8083-0242ac130006,,BUN4007,ताहा फल्चा || BUN4007,Tāhā Phalcā
e67206a4-e913-11e9-8bc4-0242ac130002,,LAL0480,सिजः बाहाः || LAL0480,Sijaḥ Bāhāḥ (c. early 17th cent. CE)
e6bb5368-4296-11ea-a19a-0242ac130006,Caitya,BUN0011,चैत्य || BUN0011,Caitya (1944 CE)
e6c73144-fadc-11e9-8649-0242ac130002,Lunche Nani Falcha,LAL4100,लुँछेँ ननि फल्चा ||  LAL4100,Lũchẽ Nani Phalcā (1668 CE)
e6f72884-e774-11e9-b125-0242ac130002,Calakhu Bhairava Phalca,LAL4222,चलखु भैरव फल्चा |*| LAL4222,Calakhu Bhairava Phalcā (c. 1870 CE)
e7151050-eb4e-11e9-b125-0242ac130002,Amitabh Mahamandal Chaitya,LAL0170,अमिताभमहामण्डल चैत्य |*| LAL0170, Amitābhamahāmaṇḍala Caitya (17th cent. CE)
e73522eb-0ce8-4bca-99a2-add0f09eb964,Chibhakhya Chaitya,KAT1000,चिभा:ख्य: चैत्य || KAT1000,Cibhāḥkhyaḥ Caitya
e73fb90e-4a7e-4ec5-b889-774943bba723,Dum Baha,LAL1460,धुम्  बहा: || LAL1460,Dhum Bāhāḥ
e78429eb-76fd-429a-869b-d06884f69467,Hitigaca,KIR0079,हितिगा:चा ll KIR0079,Hitigāḥcā (built during the late Malla Period)
e7ad4210-ca99-11e9-b993-0242ac140002,Dabu Phalca,LAL4109,दबू फल्चा || LAL4109,Dabū Phalcā (1704 CE)
e82b6796-485c-4df1-8a87-31fb7b52abb4,Vijayeshwari,KAT3200,विजयेश्वरी || KAT3200,Vijayeśvarī 
e862d312-eb57-11e9-8bc4-0242ac130002,Guji Baha,LAL2490,गुजि बाहाः || LAL2490,Guji Bāhāḥ (13th cent.)
e95e1763-b6b3-4c0a-a4e1-53b38bc7b043,Lukhusi Bhajana phalcha,LAL4083,लुँखुसि भजन फल्चा  ||LAL4083,Lũkhusi Bhajana Phalcā
e991cf24-3051-11ea-a67f-0242ac130002,Devraj Baha,LAL0460,देवराज बाहाः || LAL0460,Devarāja Bāhāḥ (1902 CE)
eb386850-e4f3-11e9-b125-0242ac130002,Suryavinayak Temple,LAL0251,सूर्यविनायक मन्दिर | LAL0251,Sūryavināyaka Mandira (1713 CE)
eb54e4f6-e4e6-11e9-b125-0242ac130002,Guita Phalca 2,LAL4002,गुइतः फल्चा २ || LAL4002,Guitaḥ Phalcā 2 
ebab7d45-3764-4565-8468-5b6228068d73,Narayana pillars,DLK0040,नारायण (चार) खम्ब ।। DLK0040,Nārāyaṇa pillars
ec53aef0-70f0-11ea-b99f-0242ac130006,Ugracandi,LAL0600,उग्रचण्डी (तमक:द्य:) || LAL0600,Ugracaṇḍī
ec58b581-a7d0-4a3c-a45d-a7a83107b3d1,Khasi Tulasi Devala,KIR0027,खा:सि तुलसी देवल ||KIR0027,Kāḥsī Tulasī Devala (built in 1718 CE)
ec8d43e6-bcd6-4904-b80e-436fcc0bfcea,Lvaha Dega,KIR-0003,ल्वहं देग: ll KIR0003,Lvaṃha Degaḥ (1664 CE)
ecd19c3d-9488-4859-83b4-482e26daa713,Tujhva Phalca,KIR4003,तुंझ्व: फल्चा  २ || KIR4003,Tuṃjhvaḥ Gaṇeśa Phalcā (first half of 17th cent. CE)
ece92710-65d8-47be-b6bf-126099f3d742,Tyaga Phlaca,LAL4067,त्याग: फल्चा ४ || LAL4067,Tyāgaḥ Phalcā 4 (c. 1760 CE)
ee6be98a-0ace-4c06-bb8c-a47c941fced7,Guita Ganesh Mandir,LAL2040,गुइत: गणेश मन्दिर ।। LAL2040,Guitaḥ Gaṇeśa Mandira
eed34321-7e6d-44a6-840f-68589d631b8b,Sarasvati Mandira,KAT1240,सरस्वती ननि || KAT1240,Sarasvatī Nani
ef590bc6-cbf6-4903-a8ad-37a529030f6f,Vasa Hiti,LAL0994,वास: हिति || LAL0994,Vāsaḥ Hiti
ef7069e0-9e23-4cb6-8af4-b5220d7197b0,Dolan Maju, LAL2820 ,दोलँ माजु || LAL2820 ,Dolã Māju 
ef7069e0-9e23-4cb6-8af4-b5220d7197b0,,P-282,,
effa4b2e-069a-11ea-8a1c-0242ac130002,Chusikanani Phalca,LAL4027,छुसिकाननि फल्चा || LAL4027,Chusikānani Phalcā (1844 CE)
f0ef1474-eb56-11e9-b125-0242ac130002,Balkrishneshwor Temple,KAT2607,बालकृष्णेश्वर मन्दिर || KAT2607,Bālakṛṣṇeśvara Mandira (1712 CE) 
f12a1f58-ca48-11e9-b993-0242ac140002,Bhukampa Smarak,LAL1364,भूकम्प स्मारक |*| LAL1364,Bhūkampa Smāraka (1941 CE)
f17e763a-e815-11e9-b125-0242ac130002,Ghana Baha,LAL2330,घन बाहाः || LAL2330,Ghana Bāhāḥ (ca. 1840 CE)
f1dcfeda-d07d-11e9-8411-0242ac140006,Sikucha Baha,LAL2550,सिकुचा बाहा: || LAL2550,Sikucā Bāhāḥ (ca. mid-17th cent. CE)
f1f7e39a-cb04-11e9-b993-0242ac140002,Guita Chaitya 2,LAL2020,गुइत: चैत्य २ || LAL2020,Guitaḥ Caitya 2
f2154aee-e656-11e9-b125-0242ac130002,Kani Baha,LAL2240,कनि बाहाः ॥ LAL2240,Kani Bāhāḥ at Oku Bāhāḥ (1702 CE)
f26daa2c-d0cf-44c1-beb6-93d190d93e10,Karunamaya Mandira,BAL0009,करुणामय मन्दिर ll BAL0009 ll,Karuṇāmaya Mandira
f2ae29a4-e92a-11e9-b125-0242ac130002,Nhu Baha,LAL2320,न्हू बाहाः ॥ LAL2320,Nhū Bāhāḥ (early 17th cent. CE)
f2e86f2f-a0eb-4fe8-b090-0677d63bdc5f,Siddhi Baha,LAL2480 ,सिद्धि बाहा: || LAL2480,Siddhi Bāhāḥ (1938 CE)
f2e86f2f-a0eb-4fe8-b090-0677d63bdc5f,,P-248,,
f360c428-f18c-11e9-8649-0242ac130002,Kvatha Baha,LAL0660,क्वाथ बाहा: || LAL0660,Kvātha Bāhāḥ
f3be59cc-e6a0-11e9-8bc4-0242ac130002,Bhasmeshwor Temple,LAL1211,भस्मेश्वर मन्दिर || LAL1211,Bhasmeśvara Mandira (late Malla period)
f3e7c4ba-cad8-4f46-97ab-af7388f9a744,Shambhunath Temple,KLK0130,शम्भुनाथ मन्दिर || KLK0130,Śambhunātha Mandira
f40297a8-5fc8-11ea-b4c2-0242ac130006,Caitya,BUN0017,चैत्य || BUN0017,Caitya (1964 CE)
f5665e6f-bda0-4b92-8c79-f5f68e11c896,Kusi Baha,KIR0018,कुसि बाहा:||KIR0018,Kusi Bāhāḥ (ca. 17th-18th Cen.)
f6968910-e8f0-11e9-b125-0242ac130002,Buramam Vaidya Baha,LAL1630,बुरमां वैद्य बाहाः || LAL1630,Buramāṃ Vaidya Bāhāḥ (1866 CE)
f7773bd2-1f14-4d59-890c-52b8d6bee5ae,Sauga Phalca - 4,LAL4033,सौगः फल्चा ४ || LAL4033,Saugaḥ Phalcā 4
f7f45a9a-350f-49bb-ae23-647492f2c434,,MUS0200,लो गेकर् || MUS0200,Lo Gekar (8th cent.)
f8366c56-539c-11ea-b4c2-0242ac130006,Basimali Phalca ,,बासिमलि फल्चा || BUN4005 ,Bāsimali Phalcā (1868 CE) 
f8a2590f-ed13-4cab-b2e4-b8049f306f3e,Jaharkota sikhara,DLK0090,जाहारकोट शिखर || DLK0090,Jāhārkoṭa Śikhara Devala (from ca. 13th-15th cent.)
f96c7cf2-e923-11e9-b125-0242ac130002,Narayan Temple,LAL1720,गजेन्द्रमोक्ष नारायण मन्दिर || LAL1720,Gajendramokṣa Nārāyaṇa Mandira (1576 CE)
f99b4e0e-6215-11ea-b4c2-0242ac130006,Chaya Bahacha,LAL0740,छाय बाहाःचा || LAL0740,Chāya Bāhāḥcā (1659 CE) 
f99c8d9c-baae-49b1-87f7-95f8e9003d90,Rara Temple and Fountain,MUG0100,रारा मन्डिर र हिटि || MUG0100,Rārā Temple and Fountain (14th-15th cent. CE)
f9cdfd48-e837-11e9-b125-0242ac130002,Nasah Phalca,LAL4161,नास: फल्चा || LAL4161,Nāsaḥ Phalcā
fb356352-3c14-11ea-a19a-0242ac130006,Dattatreya Temple,LAL1760,दत्तात्रेय मन्दिर || LAL1760,Dattātreya Mandira
fbe267a8-f346-11e9-8649-0242ac130002,Ikhalakhu Baha,LAL0081,इखालखु बाहा: || LAL0081,Ikhālakhu Bāhāḥ
fc1db1e6-4fae-4899-816a-e3c4d3da77d4,Misa Hiti,LAL1051,मिसा हिति ।। LAL1051,Misā Hiti (probably built during the Licchavi period)
fc956312-ffca-4808-9e3d-d10d0f423e37,Bugadyah Chariot,LAL0041,||बुङ्गद्यः रथ || LAL0041,Buṅgadyaḥ Chariot
fcae3dbe-e8ac-11e9-b125-0242ac130002,Na Baha,LAL2620,नः बाहाः ||LAL2620,Naḥ Bāhāḥ at Cāka Bāhāḥ
fdb33072-2257-11ea-b82d-0242ac130002,Dharmadhatujinalaya Chaitya,BUN0028,धर्मधातुजिनालय चैत्य || BUN0028,Dharmadhātujinālaya Caitya
fe209a6f-0543-4c9d-96d6-d5bbb307c227,Saga Manda Phalca,KIR4056,सा:ग: मन्द: फल्चा ll KIR4056,Sāḥgaḥ Mandaḥ Phalcā (built in 1750 CE)
fe6ac976-a5a9-433d-96fa-23480b8ce6ba,Gonpa Gang,MUS0100,|| MUS0100,Gönpa Gang (1684-96 CE)
fe81f05f-963f-4b0b-a5cd-e29d4c7920a8,Mahalaksmi Mandira,THK0010,महालक्ष्मी मन्दिर ||THK0010 ,Mahālakṣmī Mandira
fecc17c8-e678-11e9-b125-0242ac130002,Khachhen Baha,LAL0900,खाछेँ बाहा: || LAL0900,Khāchẽ Bāhāḥ (1801 CE)
ff0d1c8e-ec6c-4946-b5b6-144827f3bdbc,Jagadishvara Shivalaya,LAL1500,जगदीश्वर शिवालय ।। LAL1500,Jagadīśvara Śivālaya
ff7398f9-1bb2-4e4e-ba9b-c985565f74a7,Narayan Temple ,KIR0005,नारायण मन्दिर ll KIR0005,Nārāyaṇa Mandira (ca. 1585 CE)
